INDUSTRY,QUARTER,YEAR,CAUSE,VALUE_%
Furniture and other manufacturing industries,2,2011,INSUFFICIENT_DEMAND_%,83.62
Furniture and other manufacturing industries,3,2011,INSUFFICIENT_DEMAND_%,80.95
Furniture and other manufacturing industries,4,2011,INSUFFICIENT_DEMAND_%,76.25
Furniture and other manufacturing industries,1,2012,INSUFFICIENT_DEMAND_%,83.57
Furniture and other manufacturing industries,2,2012,INSUFFICIENT_DEMAND_%,80.73
Furniture and other manufacturing industries,3,2012,INSUFFICIENT_DEMAND_%,79.29
Furniture and other manufacturing industries,4,2012,INSUFFICIENT_DEMAND_%,82.8
Furniture and other manufacturing industries,1,2013,INSUFFICIENT_DEMAND_%,80.27
Furniture and other manufacturing industries,2,2013,INSUFFICIENT_DEMAND_%,85.38
Furniture and other manufacturing industries,3,2013,INSUFFICIENT_DEMAND_%,89.61
Furniture and other manufacturing industries,4,2013,INSUFFICIENT_DEMAND_%,80.77
Furniture and other manufacturing industries,1,2014,INSUFFICIENT_DEMAND_%,85.27
Furniture and other manufacturing industries,2,2014,INSUFFICIENT_DEMAND_%,79.07
Furniture and other manufacturing industries,3,2014,INSUFFICIENT_DEMAND_%,78.8
Furniture and other manufacturing industries,4,2014,INSUFFICIENT_DEMAND_%,80.95
Furniture and other manufacturing industries,1,2015,INSUFFICIENT_DEMAND_%,76.72
Furniture and other manufacturing industries,2,2015,INSUFFICIENT_DEMAND_%,75.25
Furniture and other manufacturing industries,3,2015,INSUFFICIENT_DEMAND_%,79.39
Furniture and other manufacturing industries,4,2015,INSUFFICIENT_DEMAND_%,67.03
Furniture and other manufacturing industries,1,2016,INSUFFICIENT_DEMAND_%,71.35
Furniture and other manufacturing industries,2,2016,INSUFFICIENT_DEMAND_%,74.43
Furniture and other manufacturing industries,3,2016,INSUFFICIENT_DEMAND_%,72.77
Furniture and other manufacturing industries,4,2016,INSUFFICIENT_DEMAND_%,67.3
Furniture and other manufacturing industries,1,2017,INSUFFICIENT_DEMAND_%,69.11
Furniture and other manufacturing industries,2,2017,INSUFFICIENT_DEMAND_%,71.67
Furniture and other manufacturing industries,3,2017,INSUFFICIENT_DEMAND_%,75.63
Furniture and other manufacturing industries,4,2017,INSUFFICIENT_DEMAND_%,68.05
Furniture and other manufacturing industries,1,2018,INSUFFICIENT_DEMAND_%,72.41
Furniture and other manufacturing industries,2,2018,INSUFFICIENT_DEMAND_%,51.32
Furniture and other manufacturing industries,3,2018,INSUFFICIENT_DEMAND_%,76.92
Furniture and other manufacturing industries,4,2018,INSUFFICIENT_DEMAND_%,73.08
Furniture and other manufacturing industries,1,2019,INSUFFICIENT_DEMAND_%,81.94
Furniture and other manufacturing industries,2,2019,INSUFFICIENT_DEMAND_%,76.04
Furniture and other manufacturing industries,3,2019,INSUFFICIENT_DEMAND_%,74.73
Furniture and other manufacturing industries,4,2019,INSUFFICIENT_DEMAND_%,76.72
Furniture and other manufacturing industries,1,2020,INSUFFICIENT_DEMAND_%,73.91
Furniture and other manufacturing industries,2,2020,INSUFFICIENT_DEMAND_%,30.19
Furniture and other manufacturing industries,3,2020,INSUFFICIENT_DEMAND_%,59.49
Furniture and other manufacturing industries,4,2020,INSUFFICIENT_DEMAND_%,61.54
Furniture and other manufacturing industries,1,2021,INSUFFICIENT_DEMAND_%,77.17
Furniture and other manufacturing industries,2,2021,INSUFFICIENT_DEMAND_%,75.0
Furniture and other manufacturing industries,3,2021,INSUFFICIENT_DEMAND_%,63.01
Furniture and other manufacturing industries,4,2021,INSUFFICIENT_DEMAND_%,67.76
Food and food products,4,2003,OTHER_REASONS_%,12.62
Food and food products,1,2004,OTHER_REASONS_%,13.17
Food and food products,2,2004,OTHER_REASONS_%,11.79
Food and food products,3,2004,OTHER_REASONS_%,10.64
Food and food products,4,2004,OTHER_REASONS_%,9.04
Food and food products,1,2005,OTHER_REASONS_%,7.34
Food and food products,2,2005,OTHER_REASONS_%,14.63
Food and food products,3,2005,OTHER_REASONS_%,11.73
Food and food products,4,2005,OTHER_REASONS_%,12.6
Food and food products,1,2006,OTHER_REASONS_%,29.61
Food and food products,2,2006,OTHER_REASONS_%,26.09
Food and food products,3,2006,OTHER_REASONS_%,22.29
Food and food products,4,2006,OTHER_REASONS_%,29.25
Food and food products,1,2007,OTHER_REASONS_%,18.86
Food and food products,2,2007,OTHER_REASONS_%,15.92
Food and food products,3,2007,OTHER_REASONS_%,45.36
Food and food products,4,2007,OTHER_REASONS_%,16.36
Food and food products,1,2008,OTHER_REASONS_%,21.58
Food and food products,2,2008,OTHER_REASONS_%,14.36
Food and food products,3,2008,OTHER_REASONS_%,13.89
Food and food products,4,2008,OTHER_REASONS_%,16.48
Food and food products,1,2009,OTHER_REASONS_%,27.54
Food and food products,2,2009,OTHER_REASONS_%,18.99
Food and food products,3,2009,OTHER_REASONS_%,16.09
Food and food products,4,2009,OTHER_REASONS_%,19.35
Food and food products,1,2010,OTHER_REASONS_%,15.46
Food and food products,2,2010,OTHER_REASONS_%,15.93
Food and food products,3,2010,OTHER_REASONS_%,11.93
Food and food products,4,2010,OTHER_REASONS_%,20.34
Food and food products,1,2011,OTHER_REASONS_%,20.3
Food and food products,2,2011,OTHER_REASONS_%,15.47
Food and food products,3,2011,OTHER_REASONS_%,13.86
Food and food products,4,2011,OTHER_REASONS_%,14.94
Food and food products,1,2012,OTHER_REASONS_%,21.28
Food and food products,2,2012,OTHER_REASONS_%,12.5
Food and food products,3,2012,OTHER_REASONS_%,16.0
Food and food products,4,2012,OTHER_REASONS_%,13.25
Food and food products,1,2013,OTHER_REASONS_%,33.19
Food and food products,2,2013,OTHER_REASONS_%,16.57
Food and food products,3,2013,OTHER_REASONS_%,9.59
Food and food products,4,2013,OTHER_REASONS_%,23.17
Food and food products,1,2014,OTHER_REASONS_%,16.84
Food and food products,2,2014,OTHER_REASONS_%,23.5
Food and food products,3,2014,OTHER_REASONS_%,17.65
Food and food products,4,2014,OTHER_REASONS_%,15.76
Food and food products,1,2015,OTHER_REASONS_%,23.08
Food and food products,2,2015,OTHER_REASONS_%,18.18
Food and food products,3,2015,OTHER_REASONS_%,17.2
Food and food products,4,2015,OTHER_REASONS_%,27.84
Food and food products,1,2016,OTHER_REASONS_%,22.16
Food and food products,2,2016,OTHER_REASONS_%,28.98
Food and food products,3,2016,OTHER_REASONS_%,22.64
Food and food products,4,2016,OTHER_REASONS_%,25.77
Food and food products,1,2017,OTHER_REASONS_%,24.59
Food and food products,2,2017,OTHER_REASONS_%,20.35
Food and food products,3,2017,OTHER_REASONS_%,17.06
Food and food products,4,2017,OTHER_REASONS_%,16.88
Food and food products,1,2018,OTHER_REASONS_%,24.06
Food and food products,2,2018,OTHER_REASONS_%,22.34
Food and food products,3,2018,OTHER_REASONS_%,20.32
Food and food products,4,2018,OTHER_REASONS_%,24.38
Food and food products,1,2019,OTHER_REASONS_%,28.49
Food and food products,2,2019,OTHER_REASONS_%,23.37
Food and food products,3,2019,OTHER_REASONS_%,23.6
Food and food products,4,2019,OTHER_REASONS_%,22.09
Food and food products,1,2020,OTHER_REASONS_%,55.97
Food and food products,2,2020,OTHER_REASONS_%,25.84
Food and food products,3,2020,OTHER_REASONS_%,21.32
Food and food products,4,2020,OTHER_REASONS_%,22.62
Food and food products,1,2021,OTHER_REASONS_%,57.0
Food and food products,2,2021,OTHER_REASONS_%,30.11
Food and food products,3,2021,OTHER_REASONS_%,21.39
Food and food products,4,2021,OTHER_REASONS_%,24.04
Beverages,4,2003,OTHER_REASONS_%,19.93
Beverages,1,2004,OTHER_REASONS_%,18.52
Beverages,2,2004,OTHER_REASONS_%,15.44
Beverages,3,2004,OTHER_REASONS_%,7.42
Beverages,4,2004,OTHER_REASONS_%,8.0
Beverages,1,2005,OTHER_REASONS_%,16.32
Beverages,2,2005,OTHER_REASONS_%,21.78
Beverages,3,2005,OTHER_REASONS_%,6.73
Beverages,4,2005,OTHER_REASONS_%,7.65
Beverages,1,2006,OTHER_REASONS_%,13.99
Beverages,2,2006,OTHER_REASONS_%,20.73
Beverages,3,2006,OTHER_REASONS_%,28.21
Beverages,4,2006,OTHER_REASONS_%,26.06
Beverages,1,2007,OTHER_REASONS_%,26.84
Beverages,2,2007,OTHER_REASONS_%,25.41
Beverages,3,2007,OTHER_REASONS_%,19.89
Beverages,4,2007,OTHER_REASONS_%,16.67
Beverages,1,2008,OTHER_REASONS_%,28.8
Beverages,2,2008,OTHER_REASONS_%,29.13
Beverages,3,2008,OTHER_REASONS_%,22.6
Beverages,4,2008,OTHER_REASONS_%,8.05
Beverages,1,2009,OTHER_REASONS_%,6.79
Beverages,2,2009,OTHER_REASONS_%,18.64
Beverages,3,2009,OTHER_REASONS_%,11.98
Beverages,4,2009,OTHER_REASONS_%,9.39
Beverages,1,2010,OTHER_REASONS_%,12.55
Beverages,2,2010,OTHER_REASONS_%,14.47
Beverages,3,2010,OTHER_REASONS_%,7.92
Beverages,4,2010,OTHER_REASONS_%,6.99
Beverages,1,2011,OTHER_REASONS_%,5.19
Beverages,2,2011,OTHER_REASONS_%,20.2
Beverages,3,2011,OTHER_REASONS_%,26.06
Beverages,4,2011,OTHER_REASONS_%,26.59
Beverages,1,2012,OTHER_REASONS_%,23.2
Beverages,2,2012,OTHER_REASONS_%,23.91
Beverages,3,2012,OTHER_REASONS_%,29.1
Beverages,4,2012,OTHER_REASONS_%,28.48
Beverages,1,2013,OTHER_REASONS_%,23.5
Beverages,2,2013,OTHER_REASONS_%,25.0
Beverages,3,2013,OTHER_REASONS_%,23.21
Beverages,4,2013,OTHER_REASONS_%,23.36
Beverages,1,2014,OTHER_REASONS_%,22.78
Beverages,2,2014,OTHER_REASONS_%,22.41
Beverages,3,2014,OTHER_REASONS_%,22.92
Beverages,4,2014,OTHER_REASONS_%,22.86
Beverages,1,2015,OTHER_REASONS_%,26.14
Beverages,2,2015,OTHER_REASONS_%,28.49
Beverages,3,2015,OTHER_REASONS_%,34.09
Beverages,4,2015,OTHER_REASONS_%,22.22
Beverages,1,2016,OTHER_REASONS_%,26.39
Beverages,2,2016,OTHER_REASONS_%,24.83
Beverages,3,2016,OTHER_REASONS_%,28.86
Beverages,4,2016,OTHER_REASONS_%,17.65
Beverages,1,2017,OTHER_REASONS_%,16.28
Beverages,2,2017,OTHER_REASONS_%,16.77
Beverages,3,2017,OTHER_REASONS_%,16.34
Beverages,4,2017,OTHER_REASONS_%,25.81
Beverages,1,2018,OTHER_REASONS_%,15.06
Beverages,2,2018,OTHER_REASONS_%,18.52
Beverages,3,2018,OTHER_REASONS_%,19.89
Beverages,4,2018,OTHER_REASONS_%,23.48
Beverages,1,2019,OTHER_REASONS_%,13.92
Beverages,2,2019,OTHER_REASONS_%,13.02
Beverages,3,2019,OTHER_REASONS_%,10.83
Beverages,4,2019,OTHER_REASONS_%,17.76
Beverages,1,2020,OTHER_REASONS_%,7.8
Beverages,2,2020,OTHER_REASONS_%,42.19
Beverages,3,2020,OTHER_REASONS_%,27.96
Beverages,4,2020,OTHER_REASONS_%,27.61
Beverages,1,2021,OTHER_REASONS_%,22.76
Beverages,2,2021,OTHER_REASONS_%,11.17
Beverages,3,2021,OTHER_REASONS_%,14.12
Beverages,4,2021,OTHER_REASONS_%,10.69
Textiles,4,2003,OTHER_REASONS_%,6.7
Textiles,1,2004,OTHER_REASONS_%,7.18
Textiles,2,2004,OTHER_REASONS_%,8.29
Textiles,3,2004,OTHER_REASONS_%,8.99
Textiles,4,2004,OTHER_REASONS_%,10.45
Textiles,1,2005,OTHER_REASONS_%,12.68
Textiles,2,2005,OTHER_REASONS_%,15.34
Textiles,3,2005,OTHER_REASONS_%,6.15
Textiles,4,2005,OTHER_REASONS_%,3.03
Textiles,1,2006,OTHER_REASONS_%,11.04
Textiles,2,2006,OTHER_REASONS_%,18.75
Textiles,3,2006,OTHER_REASONS_%,7.35
Textiles,4,2006,OTHER_REASONS_%,21.17
Textiles,1,2007,OTHER_REASONS_%,15.53
Textiles,2,2007,OTHER_REASONS_%,12.73
Textiles,3,2007,OTHER_REASONS_%,11.18
Textiles,4,2007,OTHER_REASONS_%,11.66
Textiles,1,2008,OTHER_REASONS_%,16.04
Textiles,2,2008,OTHER_REASONS_%,14.22
Textiles,3,2008,OTHER_REASONS_%,17.71
Textiles,4,2008,OTHER_REASONS_%,14.89
Textiles,1,2009,OTHER_REASONS_%,12.4
Textiles,2,2009,OTHER_REASONS_%,11.51
Textiles,3,2009,OTHER_REASONS_%,8.59
Textiles,4,2009,OTHER_REASONS_%,10.75
Textiles,1,2010,OTHER_REASONS_%,8.71
Textiles,2,2010,OTHER_REASONS_%,7.49
Textiles,3,2010,OTHER_REASONS_%,19.52
Textiles,4,2010,OTHER_REASONS_%,7.17
Textiles,1,2011,OTHER_REASONS_%,7.17
Textiles,2,2011,OTHER_REASONS_%,6.6
Textiles,3,2011,OTHER_REASONS_%,4.62
Textiles,4,2011,OTHER_REASONS_%,6.94
Textiles,1,2012,OTHER_REASONS_%,6.03
Textiles,2,2012,OTHER_REASONS_%,8.25
Textiles,3,2012,OTHER_REASONS_%,6.08
Textiles,4,2012,OTHER_REASONS_%,7.33
Textiles,1,2013,OTHER_REASONS_%,4.86
Textiles,2,2013,OTHER_REASONS_%,6.84
Textiles,3,2013,OTHER_REASONS_%,14.84
Textiles,4,2013,OTHER_REASONS_%,9.96
Textiles,1,2014,OTHER_REASONS_%,12.62
Textiles,2,2014,OTHER_REASONS_%,10.36
Textiles,3,2014,OTHER_REASONS_%,12.5
Textiles,4,2014,OTHER_REASONS_%,11.48
Textiles,1,2015,OTHER_REASONS_%,13.48
Textiles,2,2015,OTHER_REASONS_%,12.17
Textiles,3,2015,OTHER_REASONS_%,11.95
Textiles,4,2015,OTHER_REASONS_%,11.3
Textiles,1,2016,OTHER_REASONS_%,11.26
Textiles,2,2016,OTHER_REASONS_%,11.56
Textiles,3,2016,OTHER_REASONS_%,11.01
Textiles,4,2016,OTHER_REASONS_%,9.18
Textiles,1,2017,OTHER_REASONS_%,10.0
Textiles,2,2017,OTHER_REASONS_%,10.2
Textiles,3,2017,OTHER_REASONS_%,10.06
Textiles,4,2017,OTHER_REASONS_%,10.48
Textiles,1,2018,OTHER_REASONS_%,10.98
Textiles,2,2018,OTHER_REASONS_%,10.59
Textiles,3,2018,OTHER_REASONS_%,11.01
Textiles,4,2018,OTHER_REASONS_%,9.84
Textiles,1,2019,OTHER_REASONS_%,9.6
Textiles,2,2019,OTHER_REASONS_%,9.73
Textiles,3,2019,OTHER_REASONS_%,9.14
Textiles,4,2019,OTHER_REASONS_%,9.01
Textiles,1,2020,OTHER_REASONS_%,12.06
Textiles,2,2020,OTHER_REASONS_%,28.89
Textiles,3,2020,OTHER_REASONS_%,18.9
Textiles,4,2020,OTHER_REASONS_%,15.88
Textiles,1,2021,OTHER_REASONS_%,15.56
Textiles,2,2021,OTHER_REASONS_%,11.93
Textiles,3,2021,OTHER_REASONS_%,17.51
Textiles,4,2021,OTHER_REASONS_%,16.91
Wearing apparel,4,2003,OTHER_REASONS_%,7.53
Wearing apparel,1,2004,OTHER_REASONS_%,25.0
Wearing apparel,2,2004,OTHER_REASONS_%,21.69
Wearing apparel,3,2004,OTHER_REASONS_%,11.67
Wearing apparel,4,2004,OTHER_REASONS_%,8.45
Wearing apparel,1,2005,OTHER_REASONS_%,8.28
Wearing apparel,2,2005,OTHER_REASONS_%,14.06
Wearing apparel,3,2005,OTHER_REASONS_%,9.89
Wearing apparel,4,2005,OTHER_REASONS_%,40.0
Wearing apparel,1,2006,OTHER_REASONS_%,38.46
Wearing apparel,2,2006,OTHER_REASONS_%,48.24
Wearing apparel,3,2006,OTHER_REASONS_%,38.36
Wearing apparel,4,2006,OTHER_REASONS_%,33.59
Wearing apparel,1,2007,OTHER_REASONS_%,22.35
Wearing apparel,2,2007,OTHER_REASONS_%,32.62
Wearing apparel,3,2007,OTHER_REASONS_%,40.36
Wearing apparel,4,2007,OTHER_REASONS_%,40.4
Wearing apparel,1,2008,OTHER_REASONS_%,31.55
Wearing apparel,2,2008,OTHER_REASONS_%,31.55
Wearing apparel,3,2008,OTHER_REASONS_%,27.17
Wearing apparel,4,2008,OTHER_REASONS_%,24.6
Wearing apparel,1,2009,OTHER_REASONS_%,21.32
Wearing apparel,2,2009,OTHER_REASONS_%,16.84
Wearing apparel,3,2009,OTHER_REASONS_%,19.72
Wearing apparel,4,2009,OTHER_REASONS_%,17.68
Wearing apparel,1,2010,OTHER_REASONS_%,12.08
Wearing apparel,2,2010,OTHER_REASONS_%,14.41
Wearing apparel,3,2010,OTHER_REASONS_%,18.88
Wearing apparel,4,2010,OTHER_REASONS_%,21.26
Wearing apparel,1,2011,OTHER_REASONS_%,17.6
Wearing apparel,2,2011,OTHER_REASONS_%,21.67
Wearing apparel,3,2011,OTHER_REASONS_%,16.23
Wearing apparel,4,2011,OTHER_REASONS_%,19.37
Wearing apparel,1,2012,OTHER_REASONS_%,22.22
Wearing apparel,2,2012,OTHER_REASONS_%,17.62
Wearing apparel,3,2012,OTHER_REASONS_%,25.0
Wearing apparel,4,2012,OTHER_REASONS_%,30.71
Wearing apparel,1,2013,OTHER_REASONS_%,18.32
Wearing apparel,2,2013,OTHER_REASONS_%,17.93
Wearing apparel,3,2013,OTHER_REASONS_%,16.33
Wearing apparel,4,2013,OTHER_REASONS_%,14.21
Wearing apparel,1,2014,OTHER_REASONS_%,15.0
Wearing apparel,2,2014,OTHER_REASONS_%,12.05
Wearing apparel,3,2014,OTHER_REASONS_%,10.53
Wearing apparel,4,2014,OTHER_REASONS_%,11.28
Wearing apparel,1,2015,OTHER_REASONS_%,11.17
Wearing apparel,2,2015,OTHER_REASONS_%,13.74
Wearing apparel,3,2015,OTHER_REASONS_%,13.74
Wearing apparel,4,2015,OTHER_REASONS_%,16.43
Wearing apparel,1,2016,OTHER_REASONS_%,16.13
Wearing apparel,2,2016,OTHER_REASONS_%,15.65
Wearing apparel,3,2016,OTHER_REASONS_%,15.65
Wearing apparel,4,2016,OTHER_REASONS_%,14.29
Wearing apparel,1,2017,OTHER_REASONS_%,13.64
Wearing apparel,2,2017,OTHER_REASONS_%,16.06
Wearing apparel,3,2017,OTHER_REASONS_%,14.68
Wearing apparel,4,2017,OTHER_REASONS_%,15.23
Wearing apparel,1,2018,OTHER_REASONS_%,15.16
Wearing apparel,2,2018,OTHER_REASONS_%,14.29
Wearing apparel,3,2018,OTHER_REASONS_%,14.57
Wearing apparel,4,2018,OTHER_REASONS_%,14.74
Wearing apparel,1,2019,OTHER_REASONS_%,14.88
Wearing apparel,2,2019,OTHER_REASONS_%,14.86
Wearing apparel,3,2019,OTHER_REASONS_%,14.68
Wearing apparel,4,2019,OTHER_REASONS_%,14.57
Wearing apparel,1,2020,OTHER_REASONS_%,14.52
Wearing apparel,2,2020,OTHER_REASONS_%,31.82
Wearing apparel,3,2020,OTHER_REASONS_%,42.92
Wearing apparel,4,2020,OTHER_REASONS_%,17.94
Wearing apparel,1,2021,OTHER_REASONS_%,15.85
Wearing apparel,2,2021,OTHER_REASONS_%,15.58
Wearing apparel,3,2021,OTHER_REASONS_%,14.74
Wearing apparel,4,2021,OTHER_REASONS_%,15.87
Leather,4,2003,OTHER_REASONS_%,30.0
Leather,1,2004,OTHER_REASONS_%,14.38
Leather,2,2004,OTHER_REASONS_%,14.51
Leather,3,2004,OTHER_REASONS_%,8.38
Leather,4,2004,OTHER_REASONS_%,4.6
Leather,1,2005,OTHER_REASONS_%,11.79
Leather,2,2005,OTHER_REASONS_%,17.86
Leather,3,2005,OTHER_REASONS_%,21.89
Leather,4,2005,OTHER_REASONS_%,41.53
Leather,1,2006,OTHER_REASONS_%,35.33
Leather,2,2006,OTHER_REASONS_%,22.32
Leather,3,2006,OTHER_REASONS_%,6.55
Leather,4,2006,OTHER_REASONS_%,32.65
Leather,1,2007,OTHER_REASONS_%,15.66
Leather,2,2007,OTHER_REASONS_%,2.33
Leather,3,2007,OTHER_REASONS_%,0.0
Leather,4,2007,OTHER_REASONS_%,0.0
Leather,1,2008,OTHER_REASONS_%,0.0
Leather,2,2008,OTHER_REASONS_%,0.0
Leather,3,2008,OTHER_REASONS_%,0.0
Leather,4,2008,OTHER_REASONS_%,16.85
Leather,1,2009,OTHER_REASONS_%,2.36
Leather,2,2009,OTHER_REASONS_%,3.53
Leather,3,2009,OTHER_REASONS_%,0.35
Leather,4,2009,OTHER_REASONS_%,0.0
Leather,1,2010,OTHER_REASONS_%,0.0
Leather,2,2010,OTHER_REASONS_%,0.0
Leather,3,2010,OTHER_REASONS_%,27.03
Leather,4,2010,OTHER_REASONS_%,0.0
Leather,1,2011,OTHER_REASONS_%,1.7
Leather,2,2011,OTHER_REASONS_%,38.38
Leather,3,2011,OTHER_REASONS_%,26.39
Leather,4,2011,OTHER_REASONS_%,20.82
Leather,1,2012,OTHER_REASONS_%,6.41
Leather,2,2012,OTHER_REASONS_%,19.16
Leather,3,2012,OTHER_REASONS_%,28.25
Leather,4,2012,OTHER_REASONS_%,7.89
Leather,1,2013,OTHER_REASONS_%,11.26
Leather,2,2013,OTHER_REASONS_%,14.95
Leather,3,2013,OTHER_REASONS_%,14.84
Leather,4,2013,OTHER_REASONS_%,6.12
Leather,1,2014,OTHER_REASONS_%,4.44
Leather,2,2014,OTHER_REASONS_%,5.98
Leather,3,2014,OTHER_REASONS_%,4.29
Leather,4,2014,OTHER_REASONS_%,4.33
Leather,1,2015,OTHER_REASONS_%,6.4
Leather,2,2015,OTHER_REASONS_%,6.67
Leather,3,2015,OTHER_REASONS_%,6.67
Leather,4,2015,OTHER_REASONS_%,8.59
Leather,1,2016,OTHER_REASONS_%,6.72
Leather,2,2016,OTHER_REASONS_%,7.05
Leather,3,2016,OTHER_REASONS_%,4.61
Leather,4,2016,OTHER_REASONS_%,6.4
Leather,1,2017,OTHER_REASONS_%,5.12
Leather,2,2017,OTHER_REASONS_%,7.45
Leather,3,2017,OTHER_REASONS_%,7.12
Leather,4,2017,OTHER_REASONS_%,7.39
Leather,1,2018,OTHER_REASONS_%,6.2
Leather,2,2018,OTHER_REASONS_%,4.8
Leather,3,2018,OTHER_REASONS_%,3.3
Leather,4,2018,OTHER_REASONS_%,7.52
Leather,1,2019,OTHER_REASONS_%,10.54
Leather,2,2019,OTHER_REASONS_%,10.38
Leather,3,2019,OTHER_REASONS_%,9.9
Leather,4,2019,OTHER_REASONS_%,12.4
Leather,1,2020,OTHER_REASONS_%,12.24
Leather,2,2020,OTHER_REASONS_%,26.78
Leather,3,2020,OTHER_REASONS_%,15.01
Leather,4,2020,OTHER_REASONS_%,15.34
Leather,1,2021,OTHER_REASONS_%,13.26
Leather,2,2021,OTHER_REASONS_%,45.18
Leather,3,2021,OTHER_REASONS_%,15.75
Leather,4,2021,OTHER_REASONS_%,19.08
Footwear,4,2003,OTHER_REASONS_%,17.22
Footwear,1,2004,OTHER_REASONS_%,13.13
Footwear,2,2004,OTHER_REASONS_%,0.53
Footwear,3,2004,OTHER_REASONS_%,1.67
Footwear,4,2004,OTHER_REASONS_%,0.0
Footwear,1,2005,OTHER_REASONS_%,13.92
Footwear,2,2005,OTHER_REASONS_%,10.59
Footwear,3,2005,OTHER_REASONS_%,9.8
Footwear,4,2005,OTHER_REASONS_%,33.33
Footwear,1,2006,OTHER_REASONS_%,19.05
Footwear,2,2006,OTHER_REASONS_%,14.63
Footwear,3,2006,OTHER_REASONS_%,17.31
Footwear,4,2006,OTHER_REASONS_%,18.18
Footwear,1,2007,OTHER_REASONS_%,25.51
Footwear,2,2007,OTHER_REASONS_%,19.57
Footwear,3,2007,OTHER_REASONS_%,35.56
Footwear,4,2007,OTHER_REASONS_%,22.32
Footwear,1,2008,OTHER_REASONS_%,32.95
Footwear,2,2008,OTHER_REASONS_%,25.3
Footwear,3,2008,OTHER_REASONS_%,27.17
Footwear,4,2008,OTHER_REASONS_%,46.15
Footwear,1,2009,OTHER_REASONS_%,45.71
Footwear,2,2009,OTHER_REASONS_%,5.0
Footwear,3,2009,OTHER_REASONS_%,0.0
Footwear,4,2009,OTHER_REASONS_%,0.0
Footwear,1,2010,OTHER_REASONS_%,0.0
Footwear,2,2010,OTHER_REASONS_%,4.48
Footwear,3,2010,OTHER_REASONS_%,0.0
Footwear,4,2010,OTHER_REASONS_%,0.0
Footwear,1,2011,OTHER_REASONS_%,0.0
Footwear,2,2011,OTHER_REASONS_%,0.0
Footwear,3,2011,OTHER_REASONS_%,3.73
Footwear,4,2011,OTHER_REASONS_%,4.55
Footwear,1,2012,OTHER_REASONS_%,0.0
Footwear,2,2012,OTHER_REASONS_%,0.0
Footwear,3,2012,OTHER_REASONS_%,0.0
Footwear,4,2012,OTHER_REASONS_%,0.0
Footwear,1,2013,OTHER_REASONS_%,0.0
Footwear,2,2013,OTHER_REASONS_%,0.0
Footwear,3,2013,OTHER_REASONS_%,0.0
Footwear,4,2013,OTHER_REASONS_%,0.0
Footwear,1,2014,OTHER_REASONS_%,0.0
Footwear,2,2014,OTHER_REASONS_%,0.0
Footwear,3,2014,OTHER_REASONS_%,0.0
Footwear,4,2014,OTHER_REASONS_%,4.32
Footwear,1,2015,OTHER_REASONS_%,4.55
Footwear,2,2015,OTHER_REASONS_%,0.0
Footwear,3,2015,OTHER_REASONS_%,0.0
Footwear,4,2015,OTHER_REASONS_%,0.0
Footwear,1,2016,OTHER_REASONS_%,0.0
Footwear,2,2016,OTHER_REASONS_%,0.0
Footwear,3,2016,OTHER_REASONS_%,0.0
Footwear,4,2016,OTHER_REASONS_%,0.0
Footwear,1,2017,OTHER_REASONS_%,0.0
Footwear,2,2017,OTHER_REASONS_%,5.82
Footwear,3,2017,OTHER_REASONS_%,0.0
Footwear,4,2017,OTHER_REASONS_%,0.0
Footwear,1,2018,OTHER_REASONS_%,0.0
Footwear,2,2018,OTHER_REASONS_%,0.0
Footwear,3,2018,OTHER_REASONS_%,0.0
Footwear,4,2018,OTHER_REASONS_%,0.0
Footwear,1,2019,OTHER_REASONS_%,0.0
Footwear,2,2019,OTHER_REASONS_%,0.0
Footwear,3,2019,OTHER_REASONS_%,7.91
Footwear,4,2019,OTHER_REASONS_%,17.89
Footwear,1,2020,OTHER_REASONS_%,11.22
Footwear,2,2020,OTHER_REASONS_%,22.32
Footwear,3,2020,OTHER_REASONS_%,15.31
Footwear,4,2020,OTHER_REASONS_%,0.0
Footwear,1,2021,OTHER_REASONS_%,10.05
Footwear,2,2021,OTHER_REASONS_%,0.0
Footwear,3,2021,OTHER_REASONS_%,0.0
Footwear,4,2021,OTHER_REASONS_%,6.49
Wood and products of wood,4,2003,OTHER_REASONS_%,21.74
Wood and products of wood,1,2004,OTHER_REASONS_%,31.25
Wood and products of wood,2,2004,OTHER_REASONS_%,20.56
Wood and products of wood,3,2004,OTHER_REASONS_%,1.8
Wood and products of wood,4,2004,OTHER_REASONS_%,4.49
Wood and products of wood,1,2005,OTHER_REASONS_%,8.85
Wood and products of wood,2,2005,OTHER_REASONS_%,13.19
Wood and products of wood,3,2005,OTHER_REASONS_%,5.0
Wood and products of wood,4,2005,OTHER_REASONS_%,16.67
Wood and products of wood,1,2006,OTHER_REASONS_%,22.64
Wood and products of wood,2,2006,OTHER_REASONS_%,43.4
Wood and products of wood,3,2006,OTHER_REASONS_%,24.0
Wood and products of wood,4,2006,OTHER_REASONS_%,26.67
Wood and products of wood,1,2007,OTHER_REASONS_%,29.31
Wood and products of wood,2,2007,OTHER_REASONS_%,14.55
Wood and products of wood,3,2007,OTHER_REASONS_%,12.5
Wood and products of wood,4,2007,OTHER_REASONS_%,24.66
Wood and products of wood,1,2008,OTHER_REASONS_%,19.42
Wood and products of wood,2,2008,OTHER_REASONS_%,11.19
